Id,lldpServiceEnabledIsError,ipSourceRoutingIsError,strongPasswordEnabledValue,aaaCommandAuthorizationIsApplicable,sshKeySizeIsApplicable,slibHost,slib,lastDataUpdateTime,snmpServiceEnabledIsError,isdeleted,ntpServerConfigurationIsApplicable,calculatedStatus,accountingConfigurationIsApplicable,ntpPeerConfigurationIsApplicable,ntpPeerConfigurationIsError,vtyLineExecTimeoutIsApplicable,authorizationConfigurationIsApplicable,remoteSyslogEnabledIsApplicable,vceSystemGeo,serialNum,authenticationStatusEnabledIsError,ipSourceRoutingIsApplicable,classification,vtyLineSessionLimitIsError,authenticationStatusEnabledIsApplicable,strongPasswordEnabledIsApplicable,vtyConsoleExecTimeoutValue,snmpReadWriteConfigurationIsError,sshKeySizeIsError,vtyLineExecTimeoutValue,absTimeToDelete,snmpReadOnlyConfigurationIsApplicable,bannerIsError,vceSystemBuilding,aaaCommandAuthorizationIsError,slibHostIp,vendor,ntpServerConfigurationIsError,systemType,memoryUtilization,ntpEnabledIsError,communicationSshEnabled,vceSystemSerialNo,snmpV3EnabledValue,switchOutOctets,isFRU,accountingConfigurationIsError,dataCenter,vceDisplayName,visionVersion,remoteSyslogEnabledIsError,modelName,firmwareRev,bannerValue,vceSystemTag,vtyLineSessionLimitValue,Label,cdpServiceEnabledIsApplicable,vceSystemModelName,sshKeySizeValue,processorUtilization,switchInOctets,authenticationConfigurationIsApplicable,ntpEnabledIsApplicable,parentRelPos,switchOutThroughput,ntpEnabledValue,authorizationConfigurationIsError,authenticationStatusEnabledValue,lldpServiceEnabledIsApplicable,snmpReadWriteConfigurationIsApplicable,containedIn,host,vtyConsoleExecTimeoutIsApplicable,softwareRev,cvmHostIp,cdpServiceEnabledValue,authenticationConfigurationIsError,cvmHost,ipAddress,snmpReadOnlyConfigurationIsError,switchInThroughput,strongPasswordEnabledIsError,fcoeServiceEnabledIsApplicable,vtyLineSessionLimitIsApplicable,hardwareRev,lastStatusChange,name,operStatus,snmpServiceEnabledValue,remoteSyslogEnabledValue,vendorType,switchType,ipSourceRoutingValue,bannerIsApplicable,vceSystemDescription,description,topComponentId,lldpServiceEnabledValue,vtyConsoleExecTimeoutIsError,unusedRouterInterfaceEnabledIsApplicable,cdpServiceEnabledIsError,accountingConfigurationValue,lastOperStatus,vtyLineExecTimeoutIsError,alias,communicationTelnetEnabled,ntpServerConfigurationValue,class,fcoeServiceEnabledIsError,authenticationConfigurationValue,snmpReadOnlyConfigurationValue,authorizationConfigurationValue,unusedRouterInterfaceEnabledIsError,assetID,communicationHttpEnabled,snmpServiceEnabledIsApplicable,time,properties,speed,adminStatus,mtu,portType,type,outputPower,ambientTempAvg,ambientTempMin,ambientTemp,inputVoltageAvg,inputVoltageMin,ambientTempMax,outputPowerAvg,outputPowerMin,outputCurrentMax,output12VoltageMax,output3VoltageAvg,output3VoltageMin,inputVoltage,outputCurrent,output3VoltageMax,power,output3Voltage,outputCurrentAvg,outputCurrentMin,inputVoltageMax,outputPowerMax,output12VoltageMin,output12VoltageAvg,output12Voltage,speedMax,speedAvg,speedMi
10.3.32.16-entPhysicalTable-4979,na,na,na,na,na,hoc-vblk-vsn1.heartland.inc,TRUE,1481000947441,na,false,na,operable,na,na,na,na,na,na,Dubuque IA,0,na,na,na,na,na,na,na,na,na,na,1481607271663,na,na,Dubuque,na,10.3.32.8,Cisco Systems,na,VBLOCK,na,na,na,V76FN0516001,na,na,na,na,datacenter1,10.3.32.16 Supervisor-1 Port-30,3.5.0.0,na,Sup-Port,0,na,VxB540,na,Port,na,540w10T1,na,na,na,na,na,na,na,na,na,na,na,na,na,hoc-vblk-vsn1.heartland.inc,na,0,10.3.32.10,na,na,hoc-vblk-vsn2.heartland.inc,na,na,na,na,na,na,0,2016-12-05T05:26:11.843Z,Supervisor-1 Port-30,inoperable,na,na,na,na,na,na,540w10T1 V76FN0516001,Supervisor-1 Port-30,10.3.32.16,na,na,na,na,na,notApplicable,na,SUPport,na,na,na,na,na,na,na,na,na,na,na,1481002200000,{},0.0,down,2112.0,fcport,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,n
10.3.32.16-entPhysicalTable-4954,na,na,na,na,na,hoc-vblk-vsn1.heartland.inc,TRUE,1481000947469,na,false,na,operable,na,na,na,na,na,na,Dubuque IA,0,na,na,na,na,na,na,na,na,na,na,1481607271571,na,na,Dubuque,na,10.3.32.8,Cisco Systems,na,VBLOCK,na,na,na,V76FN0516001,na,na,na,na,datacenter1,10.3.32.16 Supervisor-1 Port-5,3.5.0.0,na,Sup-Port,0,na,VxB540,na,Port,na,540w10T1,na,na,na,na,na,na,na,na,na,na,na,na,na,hoc-vblk-vsn1.heartland.inc,na,0,10.3.32.10,na,na,hoc-vblk-vsn2.heartland.inc,na,na,na,na,na,na,0,2016-12-05T05:26:11.843Z,Supervisor-1 Port-5,operable,na,na,na,na,na,na,540w10T1 V76FN0516001,Supervisor-1 Port-5,10.3.32.16,na,na,na,na,na,notApplicable,na,SUPport,na,na,na,na,na,na,na,na,na,na,na,1481002200000,{},4295.0,up,2112.0,fcport,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,n
10.3.32.16-entPhysicalTable-21592,na,na,na,na,na,hoc-vblk-vsn1.heartland.inc,TRUE,1481000947524,na,false,na,operable,na,na,na,na,na,na,Dubuque IA,,na,na,na,na,na,na,na,na,na,na,1481605747524,na,na,Dubuque,na,10.3.32.8,Cisco Systems,na,VBLOCK,na,na,na,V76FN0516001,na,na,FALSE,na,datacenter1,10.3.32.16-entPhysicalTable-21592,3.5.0.0,na,,na,na,VxB540,na,networkTempSensor,na,540w10T1,na,na,na,na,na,3,na,na,na,na,na,na,22,hoc-vblk-vsn1.heartland.inc,na,na,10.3.32.10,na,na,hoc-vblk-vsn2.heartland.inc,na,na,na,na,na,na,na,na,module-1 Intake,operable,na,na,cevSensor15302701Temp,na,na,na,540w10T1 V76FN0516001,module-1 Intake,10.3.32.16,na,na,na,na,na,na,na,na,na,na,sensor,na,na,na,na,na,na,na,na,1480998563321,{},na,na,na,na,celsius,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,n
10.3.32.16-entPhysicalTable-4997,na,na,na,na,na,hoc-vblk-vsn1.heartland.inc,TRUE,1481000947455,na,false,na,operable,na,na,na,na,na,na,Dubuque IA,0,na,na,na,na,na,na,na,na,na,na,1481607271706,na,na,Dubuque,na,10.3.32.8,Cisco Systems,na,VBLOCK,na,na,na,V76FN0516001,na,na,na,na,datacenter1,10.3.32.16 Supervisor-1 Port-48,3.5.0.0,na,Sup-Port,0,na,VxB540,na,Port,na,540w10T1,na,na,na,na,na,na,na,na,na,na,na,na,na,hoc-vblk-vsn1.heartland.inc,na,0,10.3.32.10,na,na,hoc-vblk-vsn2.heartland.inc,na,na,na,na,na,na,0,2016-12-05T05:26:11.843Z,Supervisor-1 Port-48,inoperable,na,na,na,na,na,na,540w10T1 V76FN0516001,Supervisor-1 Port-48,10.3.32.16,na,na,na,na,na,notApplicable,na,SUPport,na,na,na,na,na,na,na,na,na,na,na,1481002200000,{},0.0,down,2112.0,fcport,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,n
10.3.32.16-entPhysicalTable-4960,na,na,na,na,na,hoc-vblk-vsn1.heartland.inc,TRUE,1481000947420,na,false,na,operable,na,na,na,na,na,na,Dubuque IA,0,na,na,na,na,na,na,na,na,na,na,1481607272044,na,na,Dubuque,na,10.3.32.8,Cisco Systems,na,VBLOCK,na,na,na,V76FN0516001,na,na,na,na,datacenter1,10.3.32.16 Supervisor-1 Port-11,3.5.0.0,na,Sup-Port,0,na,VxB540,na,Port,na,540w10T1,na,na,na,na,na,na,na,na,na,na,na,na,na,hoc-vblk-vsn1.heartland.inc,na,0,10.3.32.10,na,na,hoc-vblk-vsn2.heartland.inc,na,na,na,na,na,na,0,2016-12-05T05:26:11.843Z,Supervisor-1 Port-11,operable,na,na,na,na,na,na,540w10T1 V76FN0516001,Supervisor-1 Port-11,10.3.32.16,na,na,na,na,na,notApplicable,na,SUPport,na,na,na,na,na,na,na,na,na,na,na,1481002200000,{},4295.0,up,2112.0,fcport,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,n
10.3.32.16-entPhysicalTable-4958,na,na,na,na,na,hoc-vblk-vsn1.heartland.inc,TRUE,1481000947449,na,false,na,operable,na,na,na,na,na,na,Dubuque IA,0,na,na,na,na,na,na,na,na,na,na,1481607272041,na,na,Dubuque,na,10.3.32.8,Cisco Systems,na,VBLOCK,na,na,na,V76FN0516001,na,na,na,na,datacenter1,10.3.32.16 Supervisor-1 Port-9,3.5.0.0,na,Sup-Port,0,na,VxB540,na,Port,na,540w10T1,na,na,na,na,na,na,na,na,na,na,na,na,na,hoc-vblk-vsn1.heartland.inc,na,0,10.3.32.10,na,na,hoc-vblk-vsn2.heartland.inc,na,na,na,na,na,na,0,2016-12-05T05:26:11.843Z,Supervisor-1 Port-9,operable,na,na,na,na,na,na,540w10T1 V76FN0516001,Supervisor-1 Port-9,10.3.32.16,na,na,na,na,na,notApplicable,na,SUPport,na,na,na,na,na,na,na,na,na,na,na,1481002200000,{},4295.0,up,2112.0,fcport,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,n
10.3.32.16-entPhysicalTable-4992,na,na,na,na,na,hoc-vblk-vsn1.heartland.inc,TRUE,1481000947478,na,false,na,operable,na,na,na,na,na,na,Dubuque IA,0,na,na,na,na,na,na,na,na,na,na,1481607271692,na,na,Dubuque,na,10.3.32.8,Cisco Systems,na,VBLOCK,na,na,na,V76FN0516001,na,na,na,na,datacenter1,10.3.32.16 Supervisor-1 Port-43,3.5.0.0,na,Sup-Port,0,na,VxB540,na,Port,na,540w10T1,na,na,na,na,na,na,na,na,na,na,na,na,na,hoc-vblk-vsn1.heartland.inc,na,0,10.3.32.10,na,na,hoc-vblk-vsn2.heartland.inc,na,na,na,na,na,na,0,2016-12-05T05:26:11.843Z,Supervisor-1 Port-43,inoperable,na,na,na,na,na,na,540w10T1 V76FN0516001,Supervisor-1 Port-43,10.3.32.16,na,na,na,na,na,notApplicable,na,SUPport,na,na,na,na,na,na,na,na,na,na,na,1481002200000,{},0.0,down,2112.0,fcport,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,n
10.3.32.16-entPhysicalTable-4985,na,na,na,na,na,hoc-vblk-vsn1.heartland.inc,TRUE,1481000947510,na,false,na,operable,na,na,na,na,na,na,Dubuque IA,0,na,na,na,na,na,na,na,na,na,na,1481607271678,na,na,Dubuque,na,10.3.32.8,Cisco Systems,na,VBLOCK,na,na,na,V76FN0516001,na,na,na,na,datacenter1,10.3.32.16 Supervisor-1 Port-36,3.5.0.0,na,Sup-Port,0,na,VxB540,na,Port,na,540w10T1,na,na,na,na,na,na,na,na,na,na,na,na,na,hoc-vblk-vsn1.heartland.inc,na,0,10.3.32.10,na,na,hoc-vblk-vsn2.heartland.inc,na,na,na,na,na,na,0,2016-12-05T05:26:11.843Z,Supervisor-1 Port-36,inoperable,na,na,na,na,na,na,540w10T1 V76FN0516001,Supervisor-1 Port-36,10.3.32.16,na,na,na,na,na,notApplicable,na,SUPport,na,na,na,na,na,na,na,na,na,na,na,1481002200000,{},0.0,down,2112.0,fcport,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,n
10.3.32.16-entPhysicalTable-4953,na,na,na,na,na,hoc-vblk-vsn1.heartland.inc,TRUE,1481000947451,na,false,na,operable,na,na,na,na,na,na,Dubuque IA,0,na,na,na,na,na,na,na,na,na,na,1481607272040,na,na,Dubuque,na,10.3.32.8,Cisco Systems,na,VBLOCK,na,na,na,V76FN0516001,na,na,na,na,datacenter1,10.3.32.16 Supervisor-1 Port-4,3.5.0.0,na,Sup-Port,0,na,VxB540,na,Port,na,540w10T1,na,na,na,na,na,na,na,na,na,na,na,na,na,hoc-vblk-vsn1.heartland.inc,na,0,10.3.32.10,na,na,hoc-vblk-vsn2.heartland.inc,na,na,na,na,na,na,0,2016-12-05T05:26:11.843Z,Supervisor-1 Port-4,operable,na,na,na,na,na,na,540w10T1 V76FN0516001,Supervisor-1 Port-4,10.3.32.16,na,na,na,na,na,notApplicable,na,SUPport,na,na,na,na,na,na,na,na,na,na,na,1481002200000,{},4295.0,up,2112.0,fcport,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,n
10.3.32.16-entPhysicalTable-4980,na,na,na,na,na,hoc-vblk-vsn1.heartland.inc,TRUE,1481000947437,na,false,na,operable,na,na,na,na,na,na,Dubuque IA,0,na,na,na,na,na,na,na,na,na,na,1481607271670,na,na,Dubuque,na,10.3.32.8,Cisco Systems,na,VBLOCK,na,na,na,V76FN0516001,na,na,na,na,datacenter1,10.3.32.16 Supervisor-1 Port-31,3.5.0.0,na,Sup-Port,0,na,VxB540,na,Port,na,540w10T1,na,na,na,na,na,na,na,na,na,na,na,na,na,hoc-vblk-vsn1.heartland.inc,na,0,10.3.32.10,na,na,hoc-vblk-vsn2.heartland.inc,na,na,na,na,na,na,0,2016-12-05T05:26:11.843Z,Supervisor-1 Port-31,inoperable,na,na,na,na,na,na,540w10T1 V76FN0516001,Supervisor-1 Port-31,10.3.32.16,na,na,na,na,na,notApplicable,na,SUPport,na,na,na,na,na,na,na,na,na,na,na,1481002200000,{},0.0,down,2112.0,fcport,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,n
10.3.32.16-entPhysicalTable-4996,na,na,na,na,na,hoc-vblk-vsn1.heartland.inc,TRUE,1481000947462,na,false,na,operable,na,na,na,na,na,na,Dubuque IA,0,na,na,na,na,na,na,na,na,na,na,1481607271704,na,na,Dubuque,na,10.3.32.8,Cisco Systems,na,VBLOCK,na,na,na,V76FN0516001,na,na,na,na,datacenter1,10.3.32.16 Supervisor-1 Port-47,3.5.0.0,na,Sup-Port,0,na,VxB540,na,Port,na,540w10T1,na,na,na,na,na,na,na,na,na,na,na,na,na,hoc-vblk-vsn1.heartland.inc,na,0,10.3.32.10,na,na,hoc-vblk-vsn2.heartland.inc,na,na,na,na,na,na,0,2016-12-05T05:26:11.843Z,Supervisor-1 Port-47,inoperable,na,na,na,na,na,na,540w10T1 V76FN0516001,Supervisor-1 Port-47,10.3.32.16,na,na,na,na,na,notApplicable,na,SUPport,na,na,na,na,na,na,na,na,na,na,na,1481002200000,{},0.0,down,2112.0,fcport,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,n
10.3.32.16-entPhysicalTable-4978,na,na,na,na,na,hoc-vblk-vsn1.heartland.inc,TRUE,1481000947445,na,false,na,operable,na,na,na,na,na,na,Dubuque IA,0,na,na,na,na,na,na,na,na,na,na,1481607271661,na,na,Dubuque,na,10.3.32.8,Cisco Systems,na,VBLOCK,na,na,na,V76FN0516001,na,na,na,na,datacenter1,10.3.32.16 Supervisor-1 Port-29,3.5.0.0,na,Sup-Port,0,na,VxB540,na,Port,na,540w10T1,na,na,na,na,na,na,na,na,na,na,na,na,na,hoc-vblk-vsn1.heartland.inc,na,0,10.3.32.10,na,na,hoc-vblk-vsn2.heartland.inc,na,na,na,na,na,na,0,2016-12-05T05:26:11.843Z,Supervisor-1 Port-29,inoperable,na,na,na,na,na,na,540w10T1 V76FN0516001,Supervisor-1 Port-29,10.3.32.16,na,na,na,na,na,notApplicable,na,SUPport,na,na,na,na,na,na,na,na,na,na,na,1481002200000,{},0.0,down,2112.0,fcport,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,n
10.3.32.16-entPhysicalTable-4991,na,na,na,na,na,hoc-vblk-vsn1.heartland.inc,TRUE,1481000947491,na,false,na,operable,na,na,na,na,na,na,Dubuque IA,0,na,na,na,na,na,na,na,na,na,na,1481607271690,na,na,Dubuque,na,10.3.32.8,Cisco Systems,na,VBLOCK,na,na,na,V76FN0516001,na,na,na,na,datacenter1,10.3.32.16 Supervisor-1 Port-42,3.5.0.0,na,Sup-Port,0,na,VxB540,na,Port,na,540w10T1,na,na,na,na,na,na,na,na,na,na,na,na,na,hoc-vblk-vsn1.heartland.inc,na,0,10.3.32.10,na,na,hoc-vblk-vsn2.heartland.inc,na,na,na,na,na,na,0,2016-12-05T05:26:11.843Z,Supervisor-1 Port-42,inoperable,na,na,na,na,na,na,540w10T1 V76FN0516001,Supervisor-1 Port-42,10.3.32.16,na,na,na,na,na,notApplicable,na,SUPport,na,na,na,na,na,na,na,na,na,na,na,1481002200000,{},0.0,down,2112.0,fcport,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,n
10.3.32.16-entPhysicalTable-4970,na,na,na,na,na,hoc-vblk-vsn1.heartland.inc,TRUE,1481000947476,na,false,na,operable,na,na,na,na,na,na,Dubuque IA,0,na,na,na,na,na,na,na,na,na,na,1481607271633,na,na,Dubuque,na,10.3.32.8,Cisco Systems,na,VBLOCK,na,na,na,V76FN0516001,na,na,na,na,datacenter1,10.3.32.16 Supervisor-1 Port-21,3.5.0.0,na,Sup-Port,0,na,VxB540,na,Port,na,540w10T1,na,na,na,na,na,na,na,na,na,na,na,na,na,hoc-vblk-vsn1.heartland.inc,na,0,10.3.32.10,na,na,hoc-vblk-vsn2.heartland.inc,na,na,na,na,na,na,0,2016-12-05T05:26:11.843Z,Supervisor-1 Port-21,inoperable,na,na,na,na,na,na,540w10T1 V76FN0516001,Supervisor-1 Port-21,10.3.32.16,na,na,na,na,na,notApplicable,na,SUPport,na,na,na,na,na,na,na,na,na,na,na,1481002200000,{},0.0,down,2112.0,fcport,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,n
10.3.32.16-entPhysicalTable-4990,na,na,na,na,na,hoc-vblk-vsn1.heartland.inc,TRUE,1481000947493,na,false,na,operable,na,na,na,na,na,na,Dubuque IA,0,na,na,na,na,na,na,na,na,na,na,1481607271687,na,na,Dubuque,na,10.3.32.8,Cisco Systems,na,VBLOCK,na,na,na,V76FN0516001,na,na,na,na,datacenter1,10.3.32.16 Supervisor-1 Port-41,3.5.0.0,na,Sup-Port,0,na,VxB540,na,Port,na,540w10T1,na,na,na,na,na,na,na,na,na,na,na,na,na,hoc-vblk-vsn1.heartland.inc,na,0,10.3.32.10,na,na,hoc-vblk-vsn2.heartland.inc,na,na,na,na,na,na,0,2016-12-05T05:26:11.843Z,Supervisor-1 Port-41,inoperable,na,na,na,na,na,na,540w10T1 V76FN0516001,Supervisor-1 Port-41,10.3.32.16,na,na,na,na,na,notApplicable,na,SUPport,na,na,na,na,na,na,na,na,na,na,na,1481002200000,{},0.0,down,2112.0,fcport,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,n
10.3.32.16-entPhysicalTable-4988,na,na,na,na,na,hoc-vblk-vsn1.heartland.inc,TRUE,1481000947514,na,false,na,operable,na,na,na,na,na,na,Dubuque IA,0,na,na,na,na,na,na,na,na,na,na,1481607271683,na,na,Dubuque,na,10.3.32.8,Cisco Systems,na,VBLOCK,na,na,na,V76FN0516001,na,na,na,na,datacenter1,10.3.32.16 Supervisor-1 Port-39,3.5.0.0,na,Sup-Port,0,na,VxB540,na,Port,na,540w10T1,na,na,na,na,na,na,na,na,na,na,na,na,na,hoc-vblk-vsn1.heartland.inc,na,0,10.3.32.10,na,na,hoc-vblk-vsn2.heartland.inc,na,na,na,na,na,na,0,2016-12-05T05:26:11.843Z,Supervisor-1 Port-39,inoperable,na,na,na,na,na,na,540w10T1 V76FN0516001,Supervisor-1 Port-39,10.3.32.16,na,na,na,na,na,notApplicable,na,SUPport,na,na,na,na,na,na,na,na,na,na,na,1481002200000,{},0.0,down,2112.0,fcport,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,n
10.3.32.16-entPhysicalTable-4983,na,na,na,na,na,hoc-vblk-vsn1.heartland.inc,TRUE,1481000947435,na,false,na,operable,na,na,na,na,na,na,Dubuque IA,0,na,na,na,na,na,na,na,na,na,na,1481607271675,na,na,Dubuque,na,10.3.32.8,Cisco Systems,na,VBLOCK,na,na,na,V76FN0516001,na,na,na,na,datacenter1,10.3.32.16 Supervisor-1 Port-34,3.5.0.0,na,Sup-Port,0,na,VxB540,na,Port,na,540w10T1,na,na,na,na,na,na,na,na,na,na,na,na,na,hoc-vblk-vsn1.heartland.inc,na,0,10.3.32.10,na,na,hoc-vblk-vsn2.heartland.inc,na,na,na,na,na,na,0,2016-12-05T05:26:11.843Z,Supervisor-1 Port-34,inoperable,na,na,na,na,na,na,540w10T1 V76FN0516001,Supervisor-1 Port-34,10.3.32.16,na,na,na,na,na,notApplicable,na,SUPport,na,na,na,na,na,na,na,na,na,na,na,1481002200000,{},0.0,down,2112.0,fcport,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,n
10.3.32.16-entPhysicalTable-4963,na,na,na,na,na,hoc-vblk-vsn1.heartland.inc,TRUE,1481000947508,na,false,na,operable,na,na,na,na,na,na,Dubuque IA,0,na,na,na,na,na,na,na,na,na,na,1481607272053,na,na,Dubuque,na,10.3.32.8,Cisco Systems,na,VBLOCK,na,na,na,V76FN0516001,na,na,na,na,datacenter1,10.3.32.16 Supervisor-1 Port-14,3.5.0.0,na,Sup-Port,0,na,VxB540,na,Port,na,540w10T1,na,na,na,na,na,na,na,na,na,na,na,na,na,hoc-vblk-vsn1.heartland.inc,na,0,10.3.32.10,na,na,hoc-vblk-vsn2.heartland.inc,na,na,na,na,na,na,0,2016-12-05T05:26:11.843Z,Supervisor-1 Port-14,operable,na,na,na,na,na,na,540w10T1 V76FN0516001,Supervisor-1 Port-14,10.3.32.16,na,na,na,na,na,notApplicable,na,SUPport,na,na,na,na,na,na,na,na,na,na,na,1481002200000,{},4295.0,up,2112.0,fcport,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,n
10.3.32.16-entPhysicalTable-4982,na,na,na,na,na,hoc-vblk-vsn1.heartland.inc,TRUE,1481000947424,na,false,na,operable,na,na,na,na,na,na,Dubuque IA,0,na,na,na,na,na,na,na,na,na,na,1481607271673,na,na,Dubuque,na,10.3.32.8,Cisco Systems,na,VBLOCK,na,na,na,V76FN0516001,na,na,na,na,datacenter1,10.3.32.16 Supervisor-1 Port-33,3.5.0.0,na,Sup-Port,0,na,VxB540,na,Port,na,540w10T1,na,na,na,na,na,na,na,na,na,na,na,na,na,hoc-vblk-vsn1.heartland.inc,na,0,10.3.32.10,na,na,hoc-vblk-vsn2.heartland.inc,na,na,na,na,na,na,0,2016-12-05T05:26:11.843Z,Supervisor-1 Port-33,inoperable,na,na,na,na,na,na,540w10T1 V76FN0516001,Supervisor-1 Port-33,10.3.32.16,na,na,na,na,na,notApplicable,na,SUPport,na,na,na,na,na,na,na,na,na,na,na,1481002200000,{},0.0,down,2112.0,fcport,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,n
10.3.32.16-entPhysicalTable-4961,na,na,na,na,na,hoc-vblk-vsn1.heartland.inc,TRUE,1481000947433,na,false,na,operable,na,na,na,na,na,na,Dubuque IA,0,na,na,na,na,na,na,na,na,na,na,1481607272046,na,na,Dubuque,na,10.3.32.8,Cisco Systems,na,VBLOCK,na,na,na,V76FN0516001,na,na,na,na,datacenter1,10.3.32.16 Supervisor-1 Port-12,3.5.0.0,na,Sup-Port,0,na,VxB540,na,Port,na,540w10T1,na,na,na,na,na,na,na,na,na,na,na,na,na,hoc-vblk-vsn1.heartland.inc,na,0,10.3.32.10,na,na,hoc-vblk-vsn2.heartland.inc,na,na,na,na,na,na,0,2016-12-05T05:26:11.843Z,Supervisor-1 Port-12,operable,na,na,na,na,na,na,540w10T1 V76FN0516001,Supervisor-1 Port-12,10.3.32.16,na,na,na,na,na,notApplicable,na,SUPport,na,na,na,na,na,na,na,na,na,na,na,1481002200000,{},4295.0,up,2112.0,fcport,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,n
10.3.32.16-entPhysicalTable-4976,na,na,na,na,na,hoc-vblk-vsn1.heartland.inc,TRUE,1481000947471,na,false,na,operable,na,na,na,na,na,na,Dubuque IA,0,na,na,na,na,na,na,na,na,na,na,1481607271658,na,na,Dubuque,na,10.3.32.8,Cisco Systems,na,VBLOCK,na,na,na,V76FN0516001,na,na,na,na,datacenter1,10.3.32.16 Supervisor-1 Port-27,3.5.0.0,na,Sup-Port,0,na,VxB540,na,Port,na,540w10T1,na,na,na,na,na,na,na,na,na,na,na,na,na,hoc-vblk-vsn1.heartland.inc,na,0,10.3.32.10,na,na,hoc-vblk-vsn2.heartland.inc,na,na,na,na,na,na,0,2016-12-05T05:26:11.843Z,Supervisor-1 Port-27,inoperable,na,na,na,na,na,na,540w10T1 V76FN0516001,Supervisor-1 Port-27,10.3.32.16,na,na,na,na,na,notApplicable,na,SUPport,na,na,na,na,na,na,na,na,na,na,na,1481002200000,{},0.0,down,2112.0,fcport,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,n
10.3.32.16-entPhysicalTable-4975,na,na,na,na,na,hoc-vblk-vsn1.heartland.inc,TRUE,1481000947453,na,false,na,operable,na,na,na,na,na,na,Dubuque IA,0,na,na,na,na,na,na,na,na,na,na,1481607271657,na,na,Dubuque,na,10.3.32.8,Cisco Systems,na,VBLOCK,na,na,na,V76FN0516001,na,na,na,na,datacenter1,10.3.32.16 Supervisor-1 Port-26,3.5.0.0,na,Sup-Port,0,na,VxB540,na,Port,na,540w10T1,na,na,na,na,na,na,na,na,na,na,na,na,na,hoc-vblk-vsn1.heartland.inc,na,0,10.3.32.10,na,na,hoc-vblk-vsn2.heartland.inc,na,na,na,na,na,na,0,2016-12-05T05:26:11.843Z,Supervisor-1 Port-26,inoperable,na,na,na,na,na,na,540w10T1 V76FN0516001,Supervisor-1 Port-26,10.3.32.16,na,na,na,na,na,notApplicable,na,SUPport,na,na,na,na,na,na,na,na,na,na,na,1481002200000,{},0.0,down,2112.0,fcport,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,n
10.3.32.16-entPhysicalTable-4959,na,na,na,na,na,hoc-vblk-vsn1.heartland.inc,TRUE,1481000947447,na,false,na,operable,na,na,na,na,na,na,Dubuque IA,0,na,na,na,na,na,na,na,na,na,na,1481607272042,na,na,Dubuque,na,10.3.32.8,Cisco Systems,na,VBLOCK,na,na,na,V76FN0516001,na,na,na,na,datacenter1,10.3.32.16 Supervisor-1 Port-10,3.5.0.0,na,Sup-Port,0,na,VxB540,na,Port,na,540w10T1,na,na,na,na,na,na,na,na,na,na,na,na,na,hoc-vblk-vsn1.heartland.inc,na,0,10.3.32.10,na,na,hoc-vblk-vsn2.heartland.inc,na,na,na,na,na,na,0,2016-12-05T05:26:11.843Z,Supervisor-1 Port-10,operable,na,na,na,na,na,na,540w10T1 V76FN0516001,Supervisor-1 Port-10,10.3.32.16,na,na,na,na,na,notApplicable,na,SUPport,na,na,na,na,na,na,na,na,na,na,na,1481002200000,{},4295.0,up,2112.0,fcport,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,n
